DHSID_EA,nl_mean,year
AL-2008-5#-00000147,2.34187510607381,2008.0
AL-2008-5#-00000148,1.8635522370593267,2008.0
AL-2008-5#-00000149,2.2989856839720813,2008.0
AL-2008-5#-00000150,0.32741579876364035,2008.0
AL-2008-5#-00000151,2.414052320654142,2008.0
AL-2008-5#-00000152,0.0,2008.0
AL-2008-5#-00000153,2.895680084514508,2008.0
AL-2008-5#-00000154,2.9471655950139275,2008.0
AL-2008-5#-00000155,2.3380896098097668,2008.0
AL-2008-5#-00000156,11.33986875270798,2008.0
AL-2008-5#-00000157,7.452697699281721,2008.0
AL-2008-5#-00000158,1.5704826647719252,2008.0
AL-2008-5#-00000159,6.293198336572291,2008.0
AL-2008-5#-00000160,6.16622087441972,2008.0
AL-2008-5#-00000161,17.312327105871578,2008.0
AL-2008-5#-00000162,25.243113729615526,2008.0
AL-2008-5#-00000163,22.36085664551884,2008.0
AL-2008-5#-00000164,25.58264820920188,2008.0
AL-2008-5#-00000165,23.405658553525697,2008.0
AL-2008-5#-00000166,9.018976206077332,2008.0
AL-2008-5#-00000167,6.807453347763067,2008.0
AL-2008-5#-00000168,6.162294279506966,2008.0
AL-2008-5#-00000169,0.003091533767952455,2008.0
AL-2008-5#-00000170,3.5249933684545955,2008.0
AL-2008-5#-00000171,12.233179024216396,2008.0
AL-2008-5#-00000172,0.0,2008.0
AL-2008-5#-00000173,0.12122786305217458,2008.0
AL-2008-5#-00000174,15.861181512551783,2008.0
AL-2008-5#-00000175,26.2647963180454,2008.0
AL-2008-5#-00000176,22.686333415916177,2008.0
AL-2008-5#-00000177,23.99468787079268,2008.0
AL-2008-5#-00000178,26.801251766075772,2008.0
AL-2008-5#-00000179,25.720575003486466,2008.0
AL-2008-5#-00000180,27.2212099684701,2008.0
AL-2008-5#-00000181,24.846336970932434,2008.0
AL-2008-5#-00000182,17.633044747591292,2008.0
AL-2008-5#-00000183,19.79545503504136,2008.0
AL-2008-5#-00000184,5.185724674732307,2008.0
AL-2008-5#-00000185,1.2993313032514726,2008.0
AL-2008-5#-00000186,7.116717350302363,2008.0
AL-2008-5#-00000187,18.93361793208608,2008.0
AL-2008-5#-00000188,18.620426969619864,2008.0
AL-2008-5#-00000189,12.364481750482415,2008.0
AL-2008-5#-00000190,7.855888525798934,2008.0
AL-2008-5#-00000191,10.41015968851473,2008.0
AL-2008-5#-00000192,21.683456958373295,2008.0
AL-2008-5#-00000193,21.601835712196735,2008.0
AL-2008-5#-00000194,0.0,2008.0
AL-2008-5#-00000195,0.35371178342121834,2008.0
AL-2008-5#-00000196,5.89085593821589,2008.0
AL-2008-5#-00000197,0.0,2008.0
AL-2008-5#-00000198,0.0,2008.0
AL-2008-5#-00000199,0.0,2008.0
AL-2008-5#-00000200,7.319368520316505,2008.0
AL-2008-5#-00000201,0.0,2008.0
AL-2008-5#-00000202,6.587740219054613,2008.0
AL-2008-5#-00000203,0.0,2008.0
AL-2008-5#-00000204,0.0,2008.0
AL-2008-5#-00000205,0.0,2008.0
AL-2008-5#-00000206,11.116371838548742,2008.0
AL-2008-5#-00000207,11.839432836889717,2008.0
AL-2008-5#-00000208,11.67577544114444,2008.0
AL-2008-5#-00000209,10.855167284330832,2008.0
AL-2008-5#-00000210,11.391885028371258,2008.0
AL-2008-5#-00000211,10.458461418738507,2008.0
AL-2008-5#-00000212,10.75633548424914,2008.0
AL-2008-5#-00000213,10.325392850526065,2008.0
AL-2008-5#-00000214,7.0024335046348,2008.0
AL-2008-5#-00000215,9.45620811878191,2008.0
AL-2008-5#-00000216,8.5530433141099,2008.0
AL-2008-5#-00000217,12.808450863349442,2008.0
AL-2008-5#-00000218,9.767981686186946,2008.0
AL-2008-5#-00000219,13.818175523377345,2008.0
AL-2008-5#-00000220,12.407636912682111,2008.0
AL-2008-5#-00000221,10.969654084916575,2008.0
AL-2008-5#-00000222,11.920087580983338,2008.0
AL-2008-5#-00000223,3.614917863855358,2008.0
AL-2008-5#-00000224,4.150454840031279,2008.0
AL-2008-5#-00000225,0.7883138652509655,2008.0
AL-2008-5#-00000226,10.498303973488696,2008.0
AL-2008-5#-00000227,0.15689938496461697,2008.0
AL-2008-5#-00000228,6.523590096793052,2008.0
AL-2008-5#-00000229,16.634235615479124,2008.0
AL-2008-5#-00000230,14.171154639241513,2008.0
AL-2008-5#-00000231,15.563351444008259,2008.0
AL-2008-5#-00000232,6.4810900184604945,2008.0
AL-2008-5#-00000233,0.4740363419124687,2008.0
AL-2008-5#-00000234,0.09894698539361363,2008.0
AL-2008-5#-00000235,0.0,2008.0
AL-2008-5#-00000236,0.0,2008.0
AL-2008-5#-00000237,0.0,2008.0
AL-2008-5#-00000238,5.379390386803615,2008.0
AL-2008-5#-00000239,1.7359693161298202,2008.0
AL-2008-5#-00000240,1.8556184078775337,2008.0
AL-2008-5#-00000241,2.0046559730157263,2008.0
AL-2008-5#-00000242,0.0,2008.0
AL-2008-5#-00000243,0.8043013073159657,2008.0
AL-2008-5#-00000244,0.13280792005334346,2008.0
AL-2008-5#-00000245,0.0,2008.0
AL-2008-5#-00000246,0.0,2008.0
AL-2008-5#-00000247,0.0,2008.0
AL-2008-5#-00000248,7.557853853708962,2008.0
AL-2008-5#-00000249,4.212913699210584,2008.0
AL-2008-5#-00000250,2.8689832318814523,2008.0
AL-2008-5#-00000251,2.0588324287734276,2008.0
AL-2008-5#-00000252,3.749441859147403,2008.0
AL-2008-5#-00000253,3.160668198315284,2008.0
AL-2008-5#-00000254,2.5560411627189055,2008.0
AL-2008-5#-00000255,3.8918416835545853,2008.0
AL-2008-5#-00000256,4.883951518415534,2008.0
AL-2008-5#-00000257,7.3523964914382764,2008.0
AL-2008-5#-00000258,6.519777714899071,2008.0
AL-2008-5#-00000259,7.966501391989046,2008.0
AL-2008-5#-00000260,6.472074660880893,2008.0
AL-2008-5#-00000261,4.065259551077978,2008.0
AL-2008-5#-00000262,3.3707407416109394,2008.0
AL-2008-5#-00000263,4.0562922723602215,2008.0
AL-2008-5#-00000264,1.4042384965802008,2008.0
AL-2008-5#-00000265,2.956985736694395,2008.0
AL-2008-5#-00000266,23.586264567333018,2008.0
AL-2008-5#-00000267,9.853483256575053,2008.0
AL-2008-5#-00000268,5.5984706560990665,2008.0
AL-2008-5#-00000269,4.879749319559791,2008.0
AL-2008-5#-00000270,3.4508936150685408,2008.0
AL-2008-5#-00000271,4.456763563431121,2008.0
AL-2008-5#-00000272,22.205146202371928,2008.0
AL-2008-5#-00000273,22.771597513699707,2008.0
AL-2008-5#-00000274,22.241827690523433,2008.0
AL-2008-5#-00000275,24.161278688078063,2008.0
AL-2008-5#-00000276,23.417835743144035,2008.0
AL-2008-5#-00000277,20.277782548466632,2008.0
AL-2008-5#-00000278,10.7182098235336,2008.0
AL-2008-5#-00000279,3.705106107571729,2008.0
AL-2008-5#-00000280,2.1602800964713325,2008.0
AL-2008-5#-00000281,17.360041763623922,2008.0
AL-2008-5#-00000282,11.487408999648748,2008.0
AL-2008-5#-00000283,13.943748417890609,2008.0
AL-2008-5#-00000284,1.004385497090634,2008.0
AL-2008-5#-00000285,16.3978578464621,2008.0
AL-2008-5#-00000286,0.4999299659641006,2008.0
AL-2008-5#-00000287,7.117654084194994,2008.0
AL-2008-5#-00000288,0.0,2008.0
AL-2008-5#-00000289,7.270485748912866,2008.0
AL-2008-5#-00000290,0.0,2008.0
AL-2008-5#-00000291,4.114895139721346,2008.0
AL-2008-5#-00000292,3.349134194727175,2008.0
AL-2008-5#-00000293,7.723085658048859,2008.0
AL-2008-5#-00000294,0.0,2008.0
AL-2008-5#-00000295,0.7779452220223033,2008.0
AL-2008-5#-00000296,5.631740213971283,2008.0
AL-2008-5#-00000297,5.638340702328211,2008.0
AL-2008-5#-00000298,1.4423446615014521,2008.0
AL-2008-5#-00000299,0.024835272674971202,2008.0
AL-2008-5#-00000300,0.0,2008.0
AL-2008-5#-00000301,15.001692855128047,2008.0
AL-2008-5#-00000302,15.452457820007957,2008.0
AL-2008-5#-00000303,13.218239142664668,2008.0
AL-2008-5#-00000304,0.7453701753334008,2008.0
AL-2008-5#-00000305,1.2798828651519154,2008.0
AL-2008-5#-00000306,0.0,2008.0
AL-2008-5#-00000307,0.0,2008.0
AL-2008-5#-00000308,2.992184831603863,2008.0
AL-2008-5#-00000309,18.520468495510855,2008.0
AL-2008-5#-00000310,19.213283658898458,2008.0
AL-2008-5#-00000311,3.9851031591304675,2008.0
AL-2008-5#-00000312,8.818322385702166,2008.0
AL-2008-5#-00000313,5.259484956507406,2008.0
AL-2008-5#-00000314,1.3628471237822066,2008.0
AL-2008-5#-00000315,14.962834061692652,2008.0
AL-2008-5#-00000316,39.70383899204734,2008.0
AL-2008-5#-00000317,1.785661125909086,2008.0
AL-2008-5#-00000318,3.785237116221509,2008.0
AL-2008-5#-00000319,6.707131214625833,2008.0
AL-2008-5#-00000320,50.10928390021876,2008.0
AL-2008-5#-00000321,27.728574250289817,2008.0
AL-2008-5#-00000322,40.87475801616758,2008.0
AL-2008-5#-00000323,48.21969922951211,2008.0
AL-2008-5#-00000324,44.53198848131848,2008.0
AL-2008-5#-00000325,47.31689860812154,2008.0
AL-2008-5#-00000326,48.842531626553594,2008.0
AL-2008-5#-00000327,41.13229043340921,2008.0
AL-2008-5#-00000328,42.645285655501624,2008.0
AL-2008-5#-00000329,45.8869901265515,2008.0
AL-2008-5#-00000330,1.325455584300568,2008.0
AL-2008-5#-00000331,1.4976986141197501,2008.0
AL-2008-5#-00000332,0.0,2008.0
AL-2008-5#-00000333,2.9216606590024603,2008.0
AL-2008-5#-00000334,4.8645863704688725,2008.0
AL-2008-5#-00000335,29.759807361689315,2008.0
AL-2008-5#-00000336,5.461483092999193,2008.0
AL-2008-5#-00000337,51.11353686510531,2008.0
AL-2008-5#-00000338,78.208903762131,2008.0
AL-2008-5#-00000339,58.046079663794025,2008.0
AL-2008-5#-00000340,7.7813123124491845,2008.0
AL-2008-5#-00000341,101.84542794520559,2008.0
AL-2008-5#-00000342,8.109957786605523,2008.0
AL-2008-5#-00000343,52.258970923902254,2008.0
AL-2008-5#-00000344,24.634762301036186,2008.0
AL-2008-5#-00000345,19.216907971245377,2008.0
AL-2008-5#-00000346,102.77926682492395,2008.0
AL-2008-5#-00000347,99.40863322239296,2008.0
AL-2008-5#-00000348,178.55085655423596,2008.0
AL-2008-5#-00000349,178.71739839793628,2008.0
AL-2008-5#-00000350,198.6109353721,2008.0
AL-2008-5#-00000351,154.34032421101793,2008.0
AL-2008-5#-00000352,129.7609609777384,2008.0
AL-2008-5#-00000353,202.16895914147423,2008.0
AL-2008-5#-00000354,205.19925825330947,2008.0
AL-2008-5#-00000355,101.83939981233978,2008.0
AL-2008-5#-00000356,122.45296946750334,2008.0
AL-2008-5#-00000357,181.0198722399954,2008.0
AL-2008-5#-00000358,149.67110252274773,2008.0
AL-2008-5#-00000359,181.0663481673109,2008.0
AL-2008-5#-00000360,127.9996600164335,2008.0
AL-2008-5#-00000361,183.83004382334778,2008.0
AL-2008-5#-00000362,140.1065268314806,2008.0
AL-2008-5#-00000363,204.1207975167139,2008.0
AL-2008-5#-00000364,125.13111756564928,2008.0
AL-2008-5#-00000365,144.57195251843234,2008.0
AL-2008-5#-00000366,201.8435050392371,2008.0
AL-2008-5#-00000367,213.21629335373376,2008.0
AL-2008-5#-00000368,127.30570967011707,2008.0
AL-2008-5#-00000369,165.77504643250685,2008.0
AL-2008-5#-00000370,120.61091926750703,2008.0
AL-2008-5#-00000371,196.53824088014855,2008.0
AL-2008-5#-00000372,175.58557149163303,2008.0
AL-2008-5#-00000373,224.91672775180558,2008.0
AL-2008-5#-00000374,178.8228367551681,2008.0
AL-2008-5#-00000375,230.14027556686665,2008.0
AL-2008-5#-00000376,228.72531640732944,2008.0
AL-2008-5#-00000377,229.22727623821817,2008.0
AL-2008-5#-00000378,227.15032312049266,2008.0
AL-2008-5#-00000379,131.45424724501126,2008.0
AL-2008-5#-00000380,222.60900780595298,2008.0
AL-2008-5#-00000381,137.89744491629946,2008.0
AL-2008-5#-00000382,154.30693583355367,2008.0
AL-2008-5#-00000383,108.53211793936936,2008.0
AL-2008-5#-00000384,230.69157702617946,2008.0
AL-2008-5#-00000385,135.38931177343878,2008.0
AL-2008-5#-00000386,67.78024452922253,2008.0
AL-2008-5#-00000387,147.54480300436933,2008.0
AL-2008-5#-00000388,138.20943364217803,2008.0
AL-2008-5#-00000389,211.96722345084513,2008.0
AL-2008-5#-00000390,90.56379613132029,2008.0
AL-2008-5#-00000391,68.65481045941122,2008.0
AL-2008-5#-00000392,169.76841369247583,2008.0
AL-2008-5#-00000393,203.5765661450965,2008.0
AL-2008-5#-00000394,138.4582961750434,2008.0
AL-2008-5#-00000395,214.7683496446327,2008.0
AL-2008-5#-00000396,175.17438428671255,2008.0
AL-2008-5#-00000397,126.72902304931313,2008.0
AL-2008-5#-00000398,213.144359516465,2008.0
AL-2008-5#-00000399,103.54314611784727,2008.0
AL-2008-5#-00000400,124.60329065474671,2008.0
AL-2008-5#-00000401,221.72917644161942,2008.0
AL-2008-5#-00000402,121.3343668407424,2008.0
AL-2008-5#-00000403,208.4418651794645,2008.0
AL-2008-5#-00000404,189.80611667264932,2008.0
AL-2008-5#-00000405,151.70372175126477,2008.0
AL-2008-5#-00000406,143.46635502537688,2008.0
AL-2008-5#-00000407,173.17245175826187,2008.0
AL-2008-5#-00000408,213.74157550393778,2008.0
AL-2008-5#-00000409,209.0302273583623,2008.0
AL-2008-5#-00000410,212.1071000385101,2008.0
AL-2008-5#-00000411,223.5981797663224,2008.0
AL-2008-5#-00000412,203.61535238692048,2008.0
AL-2008-5#-00000413,201.61074158776682,2008.0
AL-2008-5#-00000414,207.12654944443693,2008.0
AL-2008-5#-00000415,218.91182062632302,2008.0
AL-2008-5#-00000416,222.74391628219917,2008.0
AL-2008-5#-00000417,222.26037690065493,2008.0
AL-2008-5#-00000418,202.44502872676767,2008.0
AL-2008-5#-00000419,173.69074608391773,2008.0
AL-2008-5#-00000420,102.57300438428832,2008.0
AL-2008-5#-00000421,0.31259092176936765,2008.0
AL-2008-5#-00000422,1.6429857060580197,2008.0
AL-2008-5#-00000423,0.0,2008.0
AL-2008-5#-00000424,4.583564838107298,2008.0
AL-2008-5#-00000425,0.00859311668105604,2008.0
AL-2008-5#-00000426,0.0,2008.0
AL-2008-5#-00000427,6.773782180960661,2008.0
AL-2008-5#-00000428,6.608038800396125,2008.0
AL-2008-5#-00000429,6.860618617509888,2008.0
AL-2008-5#-00000430,6.541933102063242,2008.0
AL-2008-5#-00000431,5.905568489916551,2008.0
AL-2008-5#-00000432,0.0,2008.0
AL-2008-5#-00000433,7.546240498807879,2008.0
AL-2008-5#-00000434,6.440682264831789,2008.0
AL-2008-5#-00000435,42.62820731422985,2008.0
AL-2008-5#-00000436,13.194583705812635,2008.0
AL-2008-5#-00000437,0.0,2008.0
AL-2008-5#-00000438,2.170976750902926,2008.0
AL-2008-5#-00000439,5.967132139062937,2008.0
AL-2008-5#-00000440,0.3712651095450818,2008.0
AL-2008-5#-00000441,51.667957853869446,2008.0
AL-2008-5#-00000442,47.95639398005044,2008.0
AL-2008-5#-00000443,51.12202049531097,2008.0
AL-2008-5#-00000444,50.810920439312795,2008.0
AL-2008-5#-00000445,46.32090401800171,2008.0
AL-2008-5#-00000446,41.330120211949215,2008.0
AL-2008-5#-00000447,36.22897892257151,2008.0
AL-2008-5#-00000448,49.491608268762725,2008.0
AL-2008-5#-00000449,51.61913801531295,2008.0
AL-2008-5#-00000450,11.451877328813282,2008.0
AM-2010-6#-00000001,226.083936005284,2010.0
AM-2010-6#-00000002,241.8015718981469,2010.0
AM-2010-6#-00000003,173.54914785641057,2010.0
AM-2010-6#-00000004,219.32543230302423,2010.0
AM-2010-6#-00000005,215.36585273317354,2010.0
AM-2010-6#-00000006,200.54996890269348,2010.0
AM-2010-6#-00000007,265.1814493256613,2010.0
AM-2010-6#-00000008,266.64059641273786,2010.0
AM-2010-6#-00000009,253.72932917951667,2010.0
AM-2010-6#-00000010,281.0984164061467,2010.0
AM-2010-6#-00000011,260.24393084827085,2010.0
AM-2010-6#-00000012,282.14243898267796,2010.0
AM-2010-6#-00000013,273.95554357661416,2010.0
AM-2010-6#-00000014,212.30197101620882,2010.0
AM-2010-6#-00000015,283.12269498843403,2010.0
AM-2010-6#-00000016,221.73297971227544,2010.0
AM-2010-6#-00000017,237.00548961107017,2010.0
AM-2010-6#-00000018,180.05613022290575,2010.0
AM-2010-6#-00000019,138.55973494711952,2010.0
AM-2010-6#-00000020,64.61588416844961,2010.0
AM-2010-6#-00000021,181.0745830089154,2010.0
AM-2010-6#-00000022,70.22775124218042,2010.0
AM-2010-6#-00000023,84.84674147996385,2010.0
AM-2010-6#-00000024,210.97245021375682,2010.0
AM-2010-6#-00000025,176.85203711205014,2010.0
AM-2010-6#-00000026,215.61236112014552,2010.0
AM-2010-6#-00000027,160.750145791423,2010.0
AM-2010-6#-00000028,233.38060478037386,2010.0
AM-2010-6#-00000029,163.38290155301502,2010.0
AM-2010-6#-00000030,153.49211627166758,2010.0
AM-2010-6#-00000031,77.33707055332017,2010.0
AM-2010-6#-00000032,127.18238679709135,2010.0
AM-2010-6#-00000033,156.38003778952628,2010.0
AM-2010-6#-00000034,105.7844282999299,2010.0
AM-2010-6#-00000035,115.17485101373505,2010.0
AM-2010-6#-00000036,138.04368981733546,2010.0
AM-2010-6#-00000037,116.39644156380096,2010.0
AM-2010-6#-00000038,153.33519279963969,2010.0
AM-2010-6#-00000039,25.73892842961201,2010.0
AM-2010-6#-00000040,88.78611006722456,2010.0
AM-2010-6#-00000041,207.08004686038066,2010.0
AM-2010-6#-00000042,18.65720528993823,2010.0
AM-2010-6#-00000043,155.56023203408705,2010.0
AM-2010-6#-00000044,146.02405116672657,2010.0
AM-2010-6#-00000045,115.97641001665056,2010.0
AM-2010-6#-00000046,133.8696449405915,2010.0
AM-2010-6#-00000047,81.18498565280773,2010.0
AM-2010-6#-00000048,195.3927975039132,2010.0
AM-2010-6#-00000049,171.7733612502295,2010.0
AM-2010-6#-00000050,184.75872866837716,2010.0
AM-2010-6#-00000051,209.97539210453348,2010.0
AM-2010-6#-00000052,258.93461077052507,2010.0
AM-2010-6#-00000053,16.549177131007514,2010.0
AM-2010-6#-00000054,17.248935097075115,2010.0
AM-2010-6#-00000055,16.97866996080222,2010.0
AM-2010-6#-00000056,17.218476676075607,2010.0
AM-2010-6#-00000057,16.81489307145438,2010.0
AM-2010-6#-00000058,15.879610364328023,2010.0
AM-2010-6#-00000059,15.761877022918855,2010.0
AM-2010-6#-00000060,14.369266505712549,2010.0
AM-2010-6#-00000061,15.181650439595682,2010.0
AM-2010-6#-00000062,15.395585061556924,2010.0
AM-2010-6#-00000063,8.18646495751627,2010.0
AM-2010-6#-00000064,7.499830277078842,2010.0
AM-2010-6#-00000065,8.536673813262201,2010.0
AM-2010-6#-00000066,6.235452485720684,2010.0
AM-2010-6#-00000067,7.37117903236791,2010.0
AM-2010-6#-00000068,6.438187806416548,2010.0
AM-2010-6#-00000069,6.401561823833544,2010.0
AM-2010-6#-00000070,15.396663153419949,2010.0
AM-2010-6#-00000071,8.00330261300867,2010.0
AM-2010-6#-00000072,3.833048555512742,2010.0
AM-2010-6#-00000073,3.96623291214353,2010.0
AM-2010-6#-00000074,3.0287942871612934,2010.0
AM-2010-6#-00000075,2.196000099182129,2010.0
AM-2010-6#-00000076,11.894973599757657,2010.0
AM-2010-6#-00000077,8.298191609960114,2010.0
AM-2010-6#-00000078,20.818295960021175,2010.0
AM-2010-6#-00000079,21.061355168358357,2010.0
AM-2010-6#-00000080,18.007401582863825,2010.0
AM-2010-6#-00000081,16.59468779254812,2010.0
AM-2010-6#-00000082,19.047952558025404,2010.0
AM-2010-6#-00000083,19.460121268830086,2010.0
AM-2010-6#-00000084,19.005325794065975,2010.0
AM-2010-6#-00000085,17.82874777770785,2010.0
AM-2010-6#-00000086,19.981452710255436,2010.0
AM-2010-6#-00000087,17.870567957618885,2010.0
AM-2010-6#-00000088,16.542512640712904,2010.0
AM-2010-6#-00000089,25.872321048371383,2010.0
AM-2010-6#-00000090,22.911307488074442,2010.0
AM-2010-6#-00000091,22.323487273498205,2010.0
